ID;STATION CODE;LOCATIONS;STATE;Temp;TempW;DO;DOW;Conductivity;ConductivityW;NI;NIW;WQI;WQI clf
1;1399;ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS. GOA;GOA;29.8;0.74;5.7;0.5;189;0.003;0.2;0.001748091;175.3635058;0
2;1475;ZUARI AT PANCHAWADI;GOA;29.5;0.72;6.3;0.56;179;0.003;0.1;0.000828043;126.1358307;0
3;3181;RIVER ZUARI AT BORIM BRIDGE;GOA;29.7;0.73;5.8;0.51;64;0.001;0.5;0.004508234;195.1056588;0
4;3182;RIVER ZUARI AT MARCAIM JETTY;GOA;29.5;0.72;5.8;0.51;83;0.001;0.4;0.003588187;141.3932455;0
5;1400;MANDOVI AT NEGHBOURHOOD OF PANAJI. GOA;GOA;30;0.75;5.5;0.49;81;0.001;0.1;0.000828043;127.9717464;0
6;1476;MANDOVI AT TONCA. MARCELA. GOA;GOA;29.2;0.71;6.1;0.54;308;0.005;0.3;0.002668139;123.5710913;0
7;3185;RIVER MANDOVI AT AMONA BRIDGE;GOA;29.6;0.73;6.4;0.57;414;0.006;0.2;0.001748091;179.4924371;0
8;3186;RIVER MANDOVI AT IFFI JETTY;GOA;30;0.75;6.4;0.57;305;0.004;0.1;0.000828043;147.3791638;0
9;3187;RIVER MANDOVI NEAR HOTEL MARRIOT;GOA;30.1;0.76;6.3;0.56;77;0.001;0.1;0.000828043;129.2725107;0
10;1543;RIVER KALNA AT CHANDELNAN PERNEM. GOA;GOA;27.8;0.63;7.1;0.63;176;0.003;0.1;0.000828043;151.2726151;0
11;1548;RIVER ASSONORA AT ASSONORA. GOA;GOA;27.9;0.63;6.7;0.6;93;0.001;0.1;0.000828043;88.2180229;0
12;2276;RIVER BICHOLIM VARAZAN NAGAR . BICHOLIM;GOA;29.3;0.71;7.4;0.66;121;0.002;0.4;0.003588187;307.3618142;0
13;2275;RIVER CHAPORA NEAR ALORNA FORT .PERNEM;GOA;29.2;0.71;6.9;0.61;620;0.009;0.1;0.000828043;125.664229;0
14;3189;RIVER CHAPORA AT SIOLIM;GOA;30;0.75;6;0.53;72;0.001;0.2;0.001748091;176.7376249;0
17;2272;RIVER KUSHAWATI NEAR BUND AT KEVONA.RIVON.SANGUEM;GOA;28.7;0.68;7;0.62;224;0.003;0.3;0.002668139;133.1159287;0
18;1545;RIVER MADAI AT DABOS NAN  VALPOI. GOA;GOA;28.7;0.68;7.3;0.65;144;0.002;0.1;0.000828043;86.77740116;0
19;2274;RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI;GOA;29.5;0.72;5.3;0.47;319;0.005;0.3;0.002668139;202.282467;0
20;2271;RIVER SAL PAZORKHONI.CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY);GOA;29;0.69;6.3;0.56;79;0.001;1.4;0.012788665;214.4563041;0
21;2273;RIVER SAL NEAR HOTEL LEELA MOBOR.CAVELOSSIM;GOA;29.4;0.72;5.4;0.48;39;0;0.1;0.000828043;138.6786533;0
22;3183;RIVER SAL AT KHAREBAND. MARGAO;GOA;28.3;0.66;2.2;0.18;322;0.005;1.2;0.010948569;343.8046226;0
23;3184;RIVER SAL AT ORLIM BRIDGE. ORLIM;GOA;30.1;0.76;5.2;0.46;192;0.003;0.3;0.002668139;184.1252139;0
24;3190;RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE);GOA;30.3;0.77;5.6;0.5;282;0.004;0.1;0.000828043;139.9329394;0
25;3191;RIVER SINQUERIM NEAR NERUL TEMPLE;GOA;30.5;0.78;5.5;0.49;275;0.004;0.1;0.000828043;169.7956464;0
26;1547;RIVER TALPONA AT CANACONA. GOA;GOA;29.1;0.7;7.3;0.65;55;0.001;0.1;0.000828043;101.5076412;0
27;3188;RIVER TIRACOL AT TIRACOL;GOA;30.1;0.76;6.5;0.58;415;0.006;0.1;0.000828043;84.88703681;0
28;1544;RIVER VALVANT AT SANKLI NAN BICHOLIM. GOA;GOA;29.2;0.71;7.2;0.64;100;0.001;0.1;0.000828043;215.2640681;0
29;2651;AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS. WAKENPHATA. ROHA;MAHARASHTRA;25.1;0.48;6.6;0.59;95;0.001;0.2;0.001748091;96.15404319;0
30;1461;BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS). MAHARASHTRA;MAHARASHTRA;29.6;0.73;6.9;0.61;99;0.001;0.4;0.003588187;97.33218899;0
31;2653;BHATSA RIVER AT D/S OF LIBERTY OIL MILLS. SATNEL. SHAHAPUR. THANE;MAHARASHTRA;27.4;0.61;6.8;0.61;85;0.001;0.3;0.002668139;96.00684261;0
32;2654;BHATSA RIVER AT U/S OF LIBERTY OIL MILLS. SATNEL. SHAHAPUR. THANE;MAHARASHTRA;27.8;0.63;6.7;0.6;80;0.001;0.3;0.002668139;95.59064957;0
33;1092;KALU AT ATALE VILLAGE. MAHARASHTRA;MAHARASHTRA;30.6;0.78;5.1;0.45;3937;0.06;1.8;0.016468856;143.8531609;0
34;2670;KAN RIVER. NEAR SAKRI WATER WORKS. SAKRI. DHULE.;MAHARASHTRA;25;0.47;5.6;0.5;468;0.007;1.9;0.017388904;92.59439942;0
35;1152;KUNDALIKA AT ROHA CITY. MAHARASHTRA;MAHARASHTRA;25;0.47;6.4;0.57;541;0.008;0.6;0.005428282;101.0243504;0
36;2198;KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE );MAHARASHTRA;25;0.47;5.5;0.49;6166;0.094;1.1;0.010028521;121.3472397;0
37;2671;KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE). SALAV. ROHA. RAIGAD;MAHARASHTRA;25.3;0.49;5.3;0.47;24062;0.366;1.2;0.010948569;153.467207;0
38;2672;KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE). ROHA;MAHARASHTRA;25.1;0.48;6.7;0.6;83;0.001;0.2;0.001748091;91.58711623;0
39;2168;MITHI RIVER;MAHARASHTRA;26.1;0.53;3.6;0.31;4424;0.067;2.2;0.020149048;344.3488586;0
40;2676;MUCHKUNDI RIVER AT  WAKED.RATNAGIRI. NEAR M/S ASAHI INDIA GLASS LTD.. LANJA. RATNAGIRI.;MAHARASHTRA;21.4;0.27;7.2;0.64;226;0.003;0.8;0.007268378;80.50872145;0
41;1151;PATALGANGA AT SHILPHATA. MAHARASHTRA;MAHARASHTRA;27.4;0.61;5.9;0.52;268;0.004;0.4;0.003588187;106.3867186;0
42;1462;PATALGANGA NEAR INTAKE OF MIDC W/W. MAHARASHTRA;MAHARASHTRA;27.1;0.59;5.4;0.48;2413;0.037;1.5;0.013708713;120.46908;0
43;2685;PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE. RAIGAD.;MAHARASHTRA;27.2;0.59;5.8;0.51;384;0.006;0.6;0.005428282;96.32939217;0
44;2686;PATALGANGA RIVER AT VYAL PUMP HOUSE . KHALAPUR. RAIGAD.;MAHARASHTRA;27.3;0.6;5.9;0.52;269;0.004;1.2;0.010948569;94.89874522;0
45;2687;PATALGANGA RIVER AT KHALAPUR PUMPING STATION. KHALAPUR. RAIGAD.;MAHARASHTRA;27;0.58;6;0.53;269;0.004;0.4;0.003588187;122.6463516;0
46;2688;PATALGANGA RIVER AT SAVROLI BRIDGE. KHALAPUR. RAIGAD.;MAHARASHTRA;27.2;0.59;6.1;0.54;196;0.003;0.5;0.004508234;100.872238;0
47;2689;PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE. KHOPOLI. RAIGAD.;MAHARASHTRA;27;0.58;5.9;0.52;269;0.004;0.4;0.003588187;105.9845186;0
48;2696;PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS. VASAI. THANE.;MAHARASHTRA;22.6;0.34;6.3;0.56;223;0.003;0.9;0.008188426;95.02341739;0
49;2199;SAVITRI RIVER AT OVALE VILLAGE.;MAHARASHTRA;28.4;0.66;6.7;0.6;9293;0.141;1.8;0.016468856;81.58642957;0
51;2702;SAVITRI RIVER AT SHEDAV DOH. MAHAD.RAIGAD;MAHARASHTRA;27.6;0.62;6.8;0.61;4175;0.063;1.6;0.014628761;78.18711594;0
52;2703;SAVITRI RIVER AT DADLI BRIDGE. DADLI. MAHAD. RAIGADH;MAHARASHTRA;27.9;0.63;6.9;0.61;4282;0.065;1.6;0.014628761;77.72956899;0
53;2704;SAVITRI RIVER AT MUTHAVALI VILLAGE. MAHAD. RAIGADH;MAHARASHTRA;28.1;0.64;6.9;0.61;5551;0.084;1.7;0.015548809;78.90488232;0
54;2706;SURYA RIVER. U/S OF SURYA DAM. DHAMMI. VIKRAMGAD. THANE;MAHARASHTRA;27.1;0.59;6.8;0.61;5390;0.082;0.8;0.007268378;98.13450928;0
55;2707;SURYA RIVER AT MIDC PUMPING STATION. GARVASHET. PALGHAR. THANE;MAHARASHTRA;27.6;0.62;6.6;0.59;161;0.002;0.3;0.002668139;98.73101652;0
56;2708;SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME. MASVAN. PALGHAR. THANE;MAHARASHTRA;27.3;0.6;6.7;0.6;138;0.002;0.3;0.002668139;100.0056896;0
57;2709;TANSA RIVER NEAR ROAD BRIDGE. VILLAGE DAKEWALI. WADA. THANE;MAHARASHTRA;27.8;0.63;6.7;0.6;81;0.001;0.3;0.002668139;95.63638957;0
58;1093;ULHAS AT U/S OF NRC BUND AT MOHANE. MAHARASHTRA;MAHARASHTRA;28;0.64;5.9;0.52;194;0.003;0.6;0.005428282;103.2982652;0
59;1094;ULHAS AT U/S OF BADLAPUR. MAHARASHTRA;MAHARASHTRA;28.1;0.64;6.3;0.56;186;0.003;0.6;0.005428282;91.46605739;0
60;2162;ULHAS RIVER ATJAMBHUL WATER WORKS.;MAHARASHTRA;28.6;0.67;6.6;0.59;207;0.003;0.7;0.00634833;90.90144986;0
61;2712;VAITARNA RIVER NEAR ROAD BRIDGE. GANDHARE VILLAGE. WADA. THANE.;MAHARASHTRA;26.9;0.58;6.8;0.61;85;0.001;0.4;0.003588187;94.33819594;0
74;1154;CHALAKUDY AT PULICKALKANANDAVU. KERALA;KERALA;27.8;0.63;6.9;0.61;134;0.002;0.4;0.003588187;50.73782899;0
75;20;CHALIYAR AT KOOLIMADU. KERALA;KERALA;26.7;0.57;7;0.62;80;0.001;0.4;0.003588187;110.037102;0
76;21;CHALIYAR AT CHUNGAPALLY. KERALA;KERALA;25.8;0.52;6.7;0.6;14526;0.221;0.6;0.005428282;86.90906957;0
80;2295;R CORAPUZHA AT KANAYANKODE;KERALA;26.9;0.58;5.9;0.52;17990;0.274;0.5;0.004508234;101.3488919;0
85;2337;R KADAMBAYAR AT BRAHMAPURAM;KERALA;28.7;0.68;2.1;0.17;101;0.001;0.8;0.007268378;80.61453623;0
86;2338;R KADAMBAYAR AT MANCKAKADAVU;KERALA;28.2;0.65;2.5;0.21;83;0.001;0.3;0.002668139;81.29100174;0
88;2294;R KALLAI AT KALLAI BRIDGE;KERALA;26.3;0.54;3.7;0.32;32005;0.487;0.9;0.008188426;979.6386183;0
92;1155;KARAMANA AT MOONNATTUMUKKU. KERALA;KERALA;25.5;0.5;1.9;0.16;2941;0.045;2.8;0.025669335;560.8819968;0
95;2301;R KAVVAI AT KUTTIYOL PALAM;KERALA;28.8;0.68;5.4;0.48;65;0.001;0.3;0.002668139;50.19398;0
101;1568;R MAHE AT VALAYAM. KERALA;KERALA;26.6;0.56;6.5;0.58;71;0.001;0.3;0.002668139;145.4588235;0
109;43;MUVATTAPUZHA AT VETTIKKATTUMUKKU. KERALA;KERALA;27.8;0.63;6.9;0.61;59;0.001;0.5;0.004508234;82.03664232;0
112;1563;R NEYYAR AT AMARAVILA. KERALA;KERALA;25.3;0.49;6.7;0.6;66;0.001;0;-0.0000920048;50.11150957;0
115;1156;PAMBA AT CHENGANNUR. KERALA;KERALA;27.2;0.59;5.2;0.46;55;0.001;0.7;0.00634833;50.99796725;0
123;2335;R PERIYAR AT KALAMASSERY;KERALA;28.1;0.64;5.7;0.5;53;0.001;0.4;0.003588187;81.52783246;0
134;3473;RIVER VALAPATTANAM AT PARASSINIKADAVU. KANNUR;KERALA;28.8;0.68;6.6;0.59;14487;0.22;0.3;0.002668139;50.91185652;0
144;2423;BUDHABALANGA. D/S OF BARIPADA TOWN;ODISHA;24.7;0.46;7.7;0.69;232;0.003;0.8;0.007268378;749.8341067;0
145;2424;BUDHABALANGA AT BALASORE D/S;ODISHA;24.4;0.44;7.5;0.67;519;0.008;0.7;0.00634833;933.8774072;0
146;2425;RIVER KERANDI(INTAKE WELL OF NALCO REFINARY. HAL. SUNABEDA);ODISHA;22.7;0.34;7.3;0.65;103;0.001;1.7;0.015548809;155.6835745;0
147;2422;NAGAVALLI AT PENTA U/S. JAYKAYPUR TOWN;ODISHA;24.8;0.46;7.4;0.66;196;0.003;0.6;0.005428282;177.5525409;0
148;1642;NAGAVALLI AT JAYKAYPUR D/S. ODISHA;ODISHA;24;0.42;7.4;0.66;244;0.004;1;0.009108474;529.7001342;0
149;1643;NAGAVALLI AT RAYAGADA D/S. ODISHA;ODISHA;22.8;0.35;7.5;0.67;243;0.004;0.9;0.008188426;267.4256139;0
150;1455;RUSHIKULYA AT GANJAM U/S. ODISHA;ODISHA;26.8;0.57;7.2;0.64;296;0.004;0.7;0.00634833;99.77196812;0
151;1456;RUSHIKULYA AT GANJAM D/S. ODISHA;ODISHA;27.4;0.61;6.6;0.59;25034;0.381;0.9;0.008188426;109.1172165;0
152;2426;VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT);ODISHA;25.3;0.49;7.5;0.67;194;0.003;1;0.009108474;124.8907672;0
153;2427;VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY);ODISHA;27.1;0.59;7.4;0.66;170;0.002;0.9;0.008188426;170.5064409;0
155;2444;CORINGA RIVER;PONDICHERRY;25;0.47;5.9;0.52;21600;0.329;0.1;0.000828043;84.28091655;0
157;2443;GAUTAMINANGODAVARI RIVER;PONDICHERRY;25;0.47;6.5;0.58;26600;0.405;0.1;0.000828043;79.02239481;0
161;1160;TAMBIRAPARANI AT CHERANMADEVI.CAUSE WAY.TAMILNADU;TAMILNADU;24.5;0.44;6.6;0.59;101;0.001;0.2;0.001748091;50.54136319;0
172;3023;VASISTA AT SALEM. D/S OF SAGO INDUSRIES EFFLUENT. TAMILNADU;TAMILNADU;24.3;0.43;0.9;0.06;2039;0.031;0.9;0.008188426;6136169.612;0
174;1023;GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA). PUNJAB;PUNJAB;22.7;0.34;5.8;0.51;640;0.01;4.3;0.039470052;132.4716455;0
175;1024;GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA).PUNJAB;PUNJAB;19;0.14;4.8;0.42;1090;0.016;3.6;0.033029718;938.5399217;0
176;1295;GHAGGAR NEAR BANKARPUR.DERA BASSI.PUNJAB;PUNJAB;23;0.36;5.5;0.49;705;0.011;5;0.045910387;184.0459397;0
177;1473;GHAGGAR AT RATANHERI. D/S OF PATIALA NADI (AFTER CONFL.). PUNJAB;PUNJAB;24;0.42;5.1;0.45;1375;0.021;5.9;0.054190818;878.5197875;0
178;1698;D/S CHHATBIR. PUNJAB;PUNJAB;24.7;0.46;5.5;0.49;745;0.011;6.1;0.056030914;415.4177064;0
179;1699;U/S DHAKANSU NALLAH. PUNJAB;PUNJAB;25;0.47;5;0.44;975;0.015;6.1;0.056030914;453.3268212;0
180;1700;D/S DHAKANSU NALLAH. PUNJAB;PUNJAB;22;0.31;4.9;0.43;1385;0.021;7.7;0.070751679;1258.484001;0
181;1701;D/S JHARMAL NADI. PUNJAB;PUNJAB;24.3;0.43;5;0.44;1067;0.016;6.2;0.056950961;706.2665145;0
182;1702;U/S JHARMAL NADI. PUNJAB;PUNJAB;23.3;0.38;5.3;0.47;970;0.015;5.9;0.054190818;238.3631136;0
183;1703;GHAGGER AT MOONAK. PUNJAB;PUNJAB;19.5;0.17;4.9;0.43;1418;0.021;4.2;0.038550005;875.1705948;0
184;1704;D/S SARDULGARH. PUNJAB;PUNJAB;21.5;0.28;4.1;0.36;1015;0.015;6.1;0.056030914;1049.830364;0
185;1705;U/S SARDULGARH. PUNJAB;PUNJAB;20;0.19;4.8;0.42;854;0.013;4.7;0.043150244;666.6862684;0
186;1025;GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA.DEBWALI ROAD.HARYANA;HARYANA;27;0.58;6.7;0.6;198;0.003;0;-0.0000920048;239.4026296;0
187;1026;GHAGGAR GHNAN2 AT CHANDARPUR SYPHON.  HARYANA;HARYANA;27;0.58;6.7;0.6;198;0.003;0;-0.0000920048;220.0314296;0
192;1884;KALA AMB D/S MARKANDA RIVER;HARYANA;27;0.58;6.7;0.6;198;0.003;0;-0.0000920048;825.7490296;0
193;1870;RIVER SUKHANA AT PARWANOO. DISTT. SOLAN. H.P.;HIMACHAL PRADESH;18.1;0.09;4.4;0.39;694;0.01;1.2;0.010948569;416.1052296;0
212;1631;MYNTDU RIVER JOWAI. MEGHALAYA;MEGHALAYA;19.4;0.16;6.6;0.59;114;0.002;2.8;0.025669335;111.5913299;0
214;3367;NONBAH RIVER AT NANGSTOIN MARKE. WEST KHASI HILLS;MEGHALAYA;19.2;0.15;5.1;0.45;105;0.001;4.7;0.043150244;86.03612754;0
220;3355;UMIAM MAWPHLANG RIVER AT MAWPHLANG. EAST KHASI HILLS;MEGHALAYA;18.9;0.13;7.4;0.66;57;0.001;2.9;0.026589383;50.27796754;0
225;3359;UMKHRAH RIVER AT DEMTHRING. SHILLONG;MEGHALAYA;18.5;0.11;1.5;0.12;345;0.005;16.9;0.155396081;884.2552446;0
226;3360;UMKHRAH RIVER ATUMKALIAR. SHILLONG;MEGHALAYA;18.8;0.13;3.9;0.34;233;0.003;10.5;0.096513019;500.9300243;0
227;3361;UMKHRAH RIVER ATMAWLAI. SLAUGHTER;MEGHALAYA;18.3;0.1;1;0.07;376;0.006;20.3;0.186677707;1671.414793;0
228;3362;UMKHRAH RIVER AT MAWPDANG. MAWLAI;MEGHALAYA;18.5;0.11;0.9;0.06;506;0.008;19.6;0.180237372;2055.810626;0
232;3364;UMSHYRPI RIVER AT LAW COLLEGE. DHANKETI. EAST KHASI HILLS;MEGHALAYA;18.7;0.12;1.2;0.09;380;0.006;15.6;0.143435459;1633.209812;0
233;3365;UMSHYRPI RIVER AT UMSHYRPI BRIDGE. EAST KHASI HILLS;MEGHALAYA;18.7;0.12;3.2;0.28;258;0.004;10.3;0.094672923;981.1923664;0
234;1427;UMTREW AT BYRNIHAT EAST. MEGHALAYA;MEGHALAYA;23.1;0.37;7.2;0.64;124;0.002;4.5;0.041310148;108.4827548;0
242;1403;GUMTI AT U/S SOUTH TRIPURA.TRIPURA;TRIPURA;27.3;0.6;6.2;0.55;165;0.002;0;-0.0000920048;79.23180435;0
243;1404;GUMTI AT D/S SOUTH TRIPURA. TRIPURA;TRIPURA;29.1;0.7;6.4;0.57;158;0.002;0.5;0.004508234;99.9515571;0
244;1726;CHANDRAPUR. AGARTALA D/S OF HAORA RIVER. TRIPURA;TRIPURA;26.6;0.56;6.6;0.59;210;0.003;1.9;0.017388904;102.9401299;0
247;1246;DAMANGANGA AT KACHIGAON D\S (DAMAN). GUJARAT;GUJARAT;27.3;0.6;5;0.44;1676;0.025;8;0.073511823;81.08651449;0
249;1434;AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH.GUJARAT;GUJARAT;24.5;0.44;6;0.53;1863;0.028;1;0.009108474;131.4708316;0
250;1980;AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH;GUJARAT;27;0.58;6.7;0.6;24300;0.37;7;0.064311344;562.7937009;0
251;1149;KOLAK AT PATALIA BDG.. GUJARAT;GUJARAT;27.5;0.61;5.3;0.47;817;0.012;1;0.009108474;83.90772029;0
252;1436;BHADAR V/S JETPUR VILL. A/C OF W. WATER FROM JETPUR CITY. GUJARAT;GUJARAT;28.3;0.66;4.3;0.38;2307;0.035;1.23;0.011224584;988.4686165;0
253;1860;BALEHWAR KHADI AT N.H. NO 8;GUJARAT;28.4;0.66;4.5;0.39;1287;0.019;11;0.101113258;88.48628928;0
255;1148;AMBIKA AT BILIMORA. GUJARAT;GUJARAT;27.6;0.62;6.8;0.61;1862;0.028;0.87;0.007912411;81.16032261;0
256;3205;UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 . NEAR GLDEN CHOKDI. ASOD VEMALI ROAD;GUJARAT;27;0.58;5;0.44;198;0.003;0;-0.0000920048;75.03590783;0
257;3204;DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE. BEFORE MEETING JAMBUVA RIVER;GUJARAT;27;0.58;3;0.26;198;0.003;0;-0.0000920048;76.79404696;0
258;1862;KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD;GUJARAT;27;0.58;6.7;0.6;2520;0.038;1;0.009108474;121.6416229;0
259;2072;RIVER BHOGAVO D/S OF SURENDRANAGAR;GUJARAT;29;0.69;8.2;0.73;606;0.009;0;-0.0000920048;86.14928522;0
260;1399;ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS. GOA;GOA;30;0.75;5.6;0.5;41;0;0.08;0.000644033;227.8359928;0
261;1475;ZUARI AT PANCHAWADI;GOA;30.4;0.77;5.5;0.49;209;0.003;0.17;0.001472077;88.19367971;0
262;3181;RIVER ZUARI AT BORIM BRIDGE;GOA;30.8;0.79;5.5;0.49;123;0.002;0.09;0.000736038;132.983193;0
263;3182;RIVER ZUARI AT MARCAIM JETTY;GOA;30.3;0.77;5.3;0.47;182;0.003;0.08;0.000644033;107.6230736;0
264;1400;MANDOVI AT NEGHBOURHOOD OF PANAJI. GOA;GOA;30.1;0.76;6;0.53;100;0.001;0.17;0.001472077;177.1422849;0
266;3185;RIVER MANDOVI AT AMONA BRIDGE;GOA;29.1;0.7;6.4;0.57;140;0.002;0.1;0.000828043;151.3582238;0
267;3186;RIVER MANDOVI AT IFFI JETTY;GOA;29.9;0.74;6.2;0.55;44;0.001;0.06;0.000460024;282.4508443;0
268;3187;RIVER MANDOVI NEAR HOTEL MARRIOT;GOA;29.8;0.74;6.1;0.54;43;0;0.06;0.000460024;216.7226913;0
269;1543;RIVER KALNA AT CHANDELNAN PERNEM. GOA;GOA;27.9;0.63;7;0.62;64;0.001;0.09;0.000736038;81.4788487;0
270;1548;RIVER ASSONORA AT ASSONORA. GOA;GOA;28.2;0.65;6.6;0.59;62;0.001;0.14;0.001196062;130.2830032;0
271;2276;RIVER BICHOLIM VARAZAN NAGAR . BICHOLIM;GOA;29.6;0.73;7;0.62;304;0.004;0.49;0.00441623;324.459802;0
272;2275;RIVER CHAPORA NEAR ALORNA FORT .PERNEM;GOA;28.8;0.68;7;0.62;55;0.001;0.66;0.005980311;76.5739287;0
273;3189;RIVER CHAPORA AT SIOLIM;GOA;29.5;0.72;6.3;0.56;213;0.003;0.06;0.000460024;149.2791174;0
274;1546;RIVER KHANDEPAR AT OPA NAN PONDA. GOA;GOA;29.8;0.74;6.7;0.6;83;0.001;0.17;0.001472077;93.27009623;0
275;2270;RIVER KHANDEPAR AT CODLI NEAR BRIDGE .U/S OPA WATERWORKS.SANGUEM;GOA;29.7;0.73;7.1;0.63;76;0.001;0.12;0.001012053;91.10600174;0
276;2272;RIVER KUSHAWATI NEAR BUND AT KEVONA.RIVON.SANGUEM;GOA;28.7;0.68;6.7;0.6;107;0.001;0.22;0.0019321;97.8317029;0
278;2274;RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI;GOA;29.3;0.71;4.2;0.37;192;0.003;0.16;0.001380072;162.9324968;0
279;2271;RIVER SAL PAZORKHONI.CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY);GOA;28.6;0.67;6.3;0.56;79;0.001;0.19;0.001656086;111.0624507;0
280;2273;RIVER SAL NEAR HOTEL LEELA MOBOR.CAVELOSSIM;GOA;29.8;0.74;5.6;0.5;142;0.002;0.14;0.001196062;111.8115528;0
281;3183;RIVER SAL AT KHAREBAND. MARGAO;GOA;28.6;0.67;2.8;0.24;424;0.006;0.35;0.003128163;359.1799275;0
282;3184;RIVER SAL AT ORLIM BRIDGE. ORLIM;GOA;30.6;0.78;5.2;0.46;306;0.004;0.34;0.003036158;101.5964672;0
283;3190;RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE);GOA;30.3;0.77;5.6;0.5;40;0;0.07;0.000552029;162.0941794;0
284;3191;RIVER SINQUERIM NEAR NERUL TEMPLE;GOA;30.4;0.77;5.5;0.49;40;0;0.08;0.000644033;228.5290997;0
286;3188;RIVER TIRACOL AT TIRACOL;GOA;29.6;0.73;6.3;0.56;227;0.003;0.08;0.000644033;146.2941441;0
287;1544;RIVER VALVANT AT SANKLI NAN BICHOLIM. GOA;GOA;29.5;0.72;7.1;0.63;68;0.001;0.13;0.001104057;131.8410351;0
288;2651;AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS. WAKENPHATA. ROHA;MAHARASHTRA;26.7;0.57;6.9;0.61;121;0.002;1;0.009108474;80.28080899;0
289;1461;BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS). MAHARASHTRA;MAHARASHTRA;29.3;0.71;7.2;0.64;112;0.002;1;0.009108474;86.66058812;0
290;2653;BHATSA RIVER AT D/S OF LIBERTY OIL MILLS. SATNEL. SHAHAPUR. THANE;MAHARASHTRA;28;0.64;6.9;0.61;103;0.001;0.57;0.005152268;83.11653565;0
291;2654;BHATSA RIVER AT U/S OF LIBERTY OIL MILLS. SATNEL. SHAHAPUR. THANE;MAHARASHTRA;28.2;0.65;6.9;0.61;104;0.001;0.75;0.006808354;79.38165565;0
292;1092;KALU AT ATALE VILLAGE. MAHARASHTRA;MAHARASHTRA;26.5;0.56;6.4;0.57;1003;0.015;2.89;0.026497378;96.73942377;0
293;2670;KAN RIVER. NEAR SAKRI WATER WORKS. SAKRI. DHULE.;MAHARASHTRA;20.7;0.23;6.3;0.56;408;0.006;1.58;0.014444751;88.11006406;0
294;1152;KUNDALIKA AT ROHA CITY. MAHARASHTRA;MAHARASHTRA;27.2;0.59;6.7;0.6;105;0.001;1;0.009108474;84.8633829;0
295;2198;KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE );MAHARASHTRA;27.5;0.61;6.3;0.56;209;0.003;1.86;0.017020885;90.62671739;0
296;2671;KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE). SALAV. ROHA. RAIGAD;MAHARASHTRA;26;0.53;5.9;0.52;13768;0.209;1.79;0.016376852;103.4898319;0
297;2672;KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE). ROHA;MAHARASHTRA;26.5;0.56;7.3;0.65;86;0.001;1;0.009108474;76.85146116;0
298;2168;MITHI RIVER;MAHARASHTRA;27;0.58;3.6;0.31;6487;0.099;1.5;0.013708713;343.4060052;0
299;2676;MUCHKUNDI RIVER AT  WAKED.RATNAGIRI. NEAR M/S ASAHI INDIA GLASS LTD.. LANJA. RATNAGIRI.;MAHARASHTRA;27.3;0.6;6.3;0.56;999;0.015;1.78;0.016284847;92.23725072;0
300;1151;PATALGANGA AT SHILPHATA. MAHARASHTRA;MAHARASHTRA;28.7;0.68;7.2;0.64;125;0.002;1;0.009108474;77.98234812;0
